,Unnamed: 0,title,guest_favorite,rating,number_reviews,type_host,hosting_time,price,all_reviews,complete_data_list
55,55,Balcony Tower 1 Strip & F1 View No Resort Fee,True,"Rated 5.0 out of 5 stars.
5.0",,Superhost,8 years hosting,€ 230 ,"['great location. beautiful room and kitchen. we were able to make breakfast, enjoy beautiful views and super close to the strip. Definitely coming back to this place. Thank you.', 'Overall great location! Close to everything, would recommend anyone wanting to stay near the Las Vegas Strip!', 'Great place and location. Jonathan was really nice and quick to respond.', 'The whole process was a breeze. The room was spotless. Definitely will book again with this host', 'Very clean and quite place to stay! Loved that you could walk through an inside walkway through the mgm grand to get to our airbnb, especially in the heat!', 'great place and Johnathan is a great host!']",['4 guests · Studio · 2 beds · 1 bath']
56,56,AY9A-Quiet/Clean 2 beds with shared bathroom,False,4.57,35.0,Superhost,4 years hosting,€ 96 ,"['This house has 8 rooms being rented on AirBnB, so expect many other guests. There are only 2 bathrooms available for all of these guests. The common areas were run down and dirty. All lights were on sensors, which meant the house was dark unless you were actually in a room. The dining room lights did not work. The kitchen cleaning products were old and dirty, making it difficult to clean up after ourselves. There was only one sofa in the large living room, and no other furniture, making it not very welcoming. Other guests in the upstairs bedrooms were noisy and sound travelled very badly into our room downstairs. The bathroom had a strange sign telling guests not to throw toilet paper into the toilet… Basically this felt more like a dirty hostel than a welcoming AirBnB. Fine for some people, but not us.', 'Host and her home were attentive from start to finish. Very caring about your parking space and offering a hug upon first meeting. Excellent communication and very happy long term friendly guests. Each room has its own ac/ heater and each room has space and locks in kitchen. Home is very large and spacious. Thank you for a wonderful stay I would definitely re-book!', 'It was nice, clean stay, Yonghong was very helpful and the price was good as well.', 'Place was as described and very fairly priced. Instructions were clear and easy to follow. Enjoyed my visit. It is helpful to keep in mind that the home is a shared space with several other guests occupying other rooms during the stay. Rules set by host were on the stricter side from other experiences I have had, but it made sense given other guests were present.', 'Great area. Clean house. And quiet Roomate’s. Everything is labeled in the house so you will have space for the fridge and cabinets. Locks on doors as well.', 'The house was nice and in a great location. Every occupant was respectful and quiet during their stay. I would definitely recommend them over and over again. This is not the place for you if you can’t follow rules and co-habitate. When I did encounter house mates they were very friendly and the occurrence was rare. As long as you maintain your personal space and stay to yourself. You’ll be fine!!', 'very professional', 'It was an easy stay and just what was advertised in the description. It is a shared house, but never felt busy. We would stay there again', '. . . place very filthy sweaty and nasty please feel the . . . bring you own thing . . .', 'It was my second time here. Yonghong is always very helpful and whatever youneed communication with her is great.', 'This is a beautiful home located in a great part of Las Vegas. I would highly recommend you give this place a try.', ""You'll find everything you need in this big house. Bathroom stocks are refilled everyday. You will be sharing kitchen and bathroom with others. Everyone is quiet and respectful during our one week stay."", ""During my month-long stay, I was able to spend it quietly and quietly due to the regular life of the quiet residential area and guests. We believe that the host's quick response and troubleshooting are top notch."", 'I mean, place was cool. Decent cleanliness, ran like a dorm house. Awkward showers that don’t work LOL. But yeah if that’s what you’re into. “The model life” this is the spot for you!', 'Extremely Clean, peaceful, convenient stay.', 'Yonghong was very commutative and was very accommodating when I asked to check out a little bit later to do an online workshop. The place overall felt like a quiet hostel which was nice to meet people of different backgrounds and chat with them throughout our stay. Highly recommend!', 'His so nice and friendly easy to communicate, my son really love his place clean and organized and quite place. For sure my so. Would love to back soon. I really highly recommend this place.', 'Yonghong was very responsive and welcoming. Place was quiet and relaxing. Would recommend.', 'It was a nice place, all I needed it for was to sleep and shower really. I’m a little of a prima donna when it comes to having my own bathroom and space, but if you’re ok sharing a bathroom with a few others, then this a good place for a good price.', 'Only needed the bedroom and bathroom and this was more than perfect for me. Close to everything and the host was amazing at communicating. Would highly recommend staying here and would stay again when I come back to Vegas.', 'The location is convenient and safe. There are several rooms were rented separately. 3 cars parking driveway. The other tenants in the house are friendly. It’s a good place to stay for short time.', 'When i stayed it was always clean, never felt like i didnt belong.', 'I recommend this place nice, quite and clean and nice neighborhood. And the host is quickly response if you ask questions.', 'Appreciate you having us over would stay again!', 'Great budget friendly place to stay, nice quiet house.', 'Had a great stay! The place was clean, the people I stayed with were respectful and quiet. The owners responded to every question I had an even let me check in early. It was close to local stores and great restaurants. I would definitely recommend to anyone who was coming to Vegas!', 'Yonghongs place was very nice and private, had no issues at all and the host was very helpful and always responded quickly (:', 'Highly recommend staying at this place!', 'Great stay', 'Smooth checkin process. Very affordable for the value of the home. Close to Red Rocks and the city. Thanks Yonghong!', 'Incredible stay, reasonable prices. Beautiful shared kitchen, bathroom, and living room. Felt more like a nice hostel with private bedrooms than an airbnb. AC worked great, soap and shampoo provided, bathrooms were nice and water was hot.', 'Host was so pleasant. She communicated and responded quickly. The space was comfortable and clean. It was a good place to come after a long day. I would rent again.', 'nice peaceful house', ""great awesome place quiet and lovely feels like the whole house to yourself don't miss out on this beautiful place"", 'great safe area . room and bed was ok . big house . long walk to buses. perfect if you have car.']",['1 bed · Shared bathroom']
57,57,Palms Place Luxury Studio STRIP VIEW NO RESORT FEE,False,4.69,223.0,Superhost,3 years hosting,€ 85 ,"['Had an amazing stay! Stayed for a concert at the festival grounds and it was close enough to Uber without ridiculous costs! It was a clean and quiet environment, will definitely return!', 'I really love the apartment, it was so nice stay, has incredible view. I absolutely come back to stay', '$100 a night hen booking something to keep in mind!', 'Truly very nice lady and worth every penny', ""It is in the same building as the hotel. Same check-in desk same room service but you can't get an early check in or daily maid service. Its off strip which is nice but the entire building smelled like marijuana smoke. Had to call the front desk a few times because the room across the hall had a party until 6am. Nice place if you want a cheaper option than a hotel room inside of a hotel."", 'Location was great. Day 1, no hot water & hours later no running water due to building maintenance. Very inconvenient but was later resolved.', 'Good place to stay for a quick trip in vegas. Close to wallgreens and quick ride to strip and away from the mad traffic.', 'Huge apartment with all that you need and more, 3 TV sets haha (one in bathroom, another in front of comfy bed, 3rd in front of huge sofa area) + nice kitchen & bathroom with shower + tub. Connected by secure walkway to attached Palms hotel casino with 24/7 McDonald’s & other restaurants. 10 minutes Uber to the strip. Great nearby walkable authentic Chinese restaurant Ping Pang Pong. Enjoyed my stay. Great value!', 'Perfect place for a vacation stay ! Would highly recommend.', 'Great place would stay again!', 'Had a great stay!', 'Great spot perfect location', 'Nice and peaceful stay. The host and hotel staff were all friendly and surprisingly had complimentary valet.', 'The place was clean and easy to find! Amazing hosts, they were very communicative and accommodating. Would recommend!', 'Looks just like the pictures! Perfect for a quick stay in Vegas!', 'very nice place', 'Liked the space and was perfect for what we needed!', 'Polina and company provided us a great place to stay! Definitely will come back again!', 'The check in process was completely terrible . The hotel staff at the front desk were not only extremely slow but rude . The manager never inspected our hotel room nor came out to talk to us to resolve the issue.', 'Great choice for visiting Las Vegas! Felt like a safe area, parking was easy, and the room itself was clean, comfortable, and had an awesome view of the strip and downtown. Hosts were communicative and friendly! Not far from the strip at all either, really pleased all around and would book again.', 'Nice enough place for the price. We had to pay for extra towels and no water bottles were supplied in the unit like the average hotel. You can only get them when the little shop down stairs open. Otherwise it was a nice place with a good pool and staff was friendly.', 'The place was nice, but the owner really fought me on allowing an early check in. Said it wasn’t possible until I learned from the front desk it was definitely possible and I relayed this to the owner who kept denying this fact until I pressed her then finally sent the front desk permission. It was such a huge hassle for a small request.\nSeems like she didn’t want to be bothered and hoped I would let it go. Very bad customer service', 'Great place! We enjoyed our stay and would definitely recommend.', 'Security is excessive all over Las Vegas so i maybe out of line but if you dont flash your room key every few seconds security will stop you.\nFor the price the value could be there.\nAbsolutely do not like an airbnb that limits the towels. Im there a week and have the same bedding and towels with no laundry. Front desk is no help as they charge $5.00 plus for extra towel, not towels, per towel.\nShower and tile could use a tilex soaking to clean the grout.', 'Polina’s place was fantastic !! It was clean and private and exactly what we were looking for', 'awesome spot with a great view that comes with a ton of modern amenities that made our stay memorable', 'Great view from the room, easy access to food and beverage at the Palms, good vibe at the pool, and an easy Uber ride to about anything else in Vegas.', 'Great place and would definitely stay again!', 'Modern clean suite. Convenient in location. Affordable with no resort fee and parking fees. Will stay again.', 'Extremely clean space. Check in was easy. Valet was free. Always love staying at the Palms and the price made it an easy decision.', ""Very nice stay, the bed was comfortable, and\nThe room matched the photo.\nVery quiet so we never heard any neighbors. The McDonald's is in the same hotel so also very convenient for morning lunch.\nsmall things to work ( nothing serious)\n1- the room was ready at 2:20 pm but they did not want to give us our keys before 3:00 p.m.,if it had not been ready we would have waited but to know that it was ready and that on principle it did not want to give it to us a little annoys 2 rolls of toilet paper..for 3 people.. for 5 days.. we missed it..Only a cozy for the king bed, not for the sofa bed,we took the sheets flat,but lacked the cozy one. The sofa bed could be changed,uncomfortable ( ok for a young person not too heavy) and the springs make noise, whenever my son moved it woke us up\nPool closed on Monday-lardi,pity when it is 30 degrees.\nOtherwise this was perfect"", 'This rental was clean and in a great area. Parking was also free and easy.', 'The place was great for my quick stay, awesome view', 'The condo was just as described in the listing. Check in/out was very easy. We had no issues with our stay at all.', 'Great! Would stay again', 'Great place and great view!', 'Polina was a nice host the place does need a deep clean but it is a very nice place no complaints', 'Great locations', 'very nice hotel room, we stayed with 4 people here this was a bit too cozy. but for 2 people completely fine. or with family possibly. we were with 2 couples.', 'Clean, looked exactly like the pictures and the bed was amazing. Will definitely stay again.', ""great view of the strip from the window and you will avoid the crowds of the strip but still not far from the mechanics it's 6 dollar Uber and the place was great !"", 'Everything was great just leave out extra towels so your guest doesn’t have to go downstairs to the front desk. Outside of that I and my wife had an wonderful stay thank you', 'Matched the pictures!! The hotel is down the road from the Strip, but we were able to Uber to and from the hotel to our destinations. The room did have a gross smell, not sure if it was from the bathroom/kitchen.', 'In general, the site is identical to the photos and that is very good.\nWhat was not so good was the Check In 1 hour and 15 minutes later and I was with a baby and still in that discomfort the check-in was 4:15.\nIf you have plans to get there keep in mind that they ask you for a deposit of 100 dollars a day that nobody tells you about them in the description.\nI stayed for 4 days they charged me 400 dollars and they were returned to me 7 days later. So keep that in mind before you arrive.', 'great stay! would recommend! super spacious & clean', 'This place was wonderful! The space was huge and clean, it was super easy to find, and we especially enjoyed the bathtub. Highly recommend staying here as it is very very affordable and only a 5 min Uber from the strip.', 'Amazing views of the strip and very clean. Comfortable bed and sofa. The property itself has tons of options for dining and entertainment.', 'Good', 'The room was lit 🔥, it was a cool spot in the middle of everything', 'Great location and amenities. Will definitely come back for another stay soon!', 'We had a great stay. The unit had everything we needed.', 'thank you Polina. we had a great time at your place. very nice place to stay. everything was spic and span. we’ll be back if we visit vegas\nthank you.', 'The Stay Was Great I would do it again the host was very helpful and supportive! Giving great feedback about things going on in town. Great location easy to park and navigate. So very chill!', 'Great host! Great place! Great view!', 'The room was pretty spacious and clean and was exactly as described and easy to find, so no complaints there. As a first timer in Vegas the hotel was not very convenient if you wanna live on the strip but that’s my fault because I should of researched it more but if you wanna quiet place off the strip this would be the place. The only con was the place was pretty dusty so I hope that gets addressed. I would recommend it.', 'I love the Palms Place and Polina’s listing is a nice unit with a strip view.', 'Great location easy access close to everything unit has everything you need.', 'Great place, easy church-in, very spacious, and the view was nice! Had a great stay overall!', 'This place was just like the photos! Loved the kitchenette and the microwave being available to us. The bathroom was gorgeous and the bathtub was huge! Beautiful views from the window and not too far off the strip. Great restaurants nearby as well. Had no issues checking in or out which was great!', 'quite good accommodation overall but given the price the hotel is the best option for better the furniture is quite damaged almost the same price as the hotel but for less well', 'Nice place to stay at! It was clean, modern and as described. Would recommend others to stay here.', 'Stayed at Polinas airbnb for one night, such a beautiful place.', ""everything was great except for the wifi. we had to call cox to register our phones because Pam's had some Internet issue.\nkitchen towel would be helpful and wine opener is a must."", 'A wonderful home in the perfect location\nThis place hits all the right notes\nI enjoyed my visit and hope to visit again\nI highly recommend it', 'We loved our off the strip stay! It was a great view of the strip, easily accessible and easy to get around. We had a car so the free parking was great! We mainly took ubers to the strip, they were quick and mostly affordable. It was nice to be off the strip as it was a bit more quiet. Great to be walkable to the Palms casino. The perfect place for our first stay in Vegas!', ""2 Dispensaries right across the street McDonald's inside the hotel buffet also close by the staff was very pleasant would definitely recommend"", 'This was sooo cute for my birthday week🤗 cute for pictures. It’s a casino, restaurants and a food court in the same building. It was giving on the strip but off the strip.', '2nd time staying at The Palms, and I like it. Recommended.', 'great place would definitely come back and stay again when highly recommend staying here', ""The room was comfortable and felt like luxury vacation. I will definitely check to see if it's available next time I'm in town."", 'Great place!\nThe best part is you have a view and can see all of las Vegas strip', 'Enjoyed our stay at Polinas place. Accurate description. It was nice staying off the Strip, easy Uber to all Vegas areas.', ""This was a great place to stay for us because we wanted to be off the strip, but also have things to do. There's a walkway that takes you right into the Palms hotel where there is a casino and about 5-6 great restaurants. So we spent most of our trip either at the Palms Casino or Palms Place. And this room was very spacious and a great view of the strip! So it was like being in Vegas without having to deal with the craziness of the strip. I would highly recommend staying here."", 'Polina was extremely responsive and her place was clean and close to the strip. Really worth the price and I would easily stay again or recommend her place to anyone.', 'Great stay connected to the hotel, quick 7-15 minute Uber to pretty much anything!', 'A disaster upon check in from start to finish. Informed by staff they’d rec’vd reservation late. Took 75 min and the room was still dirty, hair in odd places wood missing from furniture, pillowcases torn on the decorative pillow, floor tiles stained. Returned the keys just after midnight and returned to my residence in Henderson. Thankfully I am a local, there was no way I would’ve stayed overnight and checked out by 11am. I can’t in good conscience give anything higher than a 1.', 'The property was exactly as shown in the pictures. The view of the strip was beautiful', 'Thank you, a very nice and comfortable place', 'Nice private condo. Easy parking. Would definitely book again.', 'Wonderful view of the entire strip, great views of the fireworks for new year celebrations', 'the pull out sofa mattress concaved in and extremely difficult to sleep in, we woke up with hurting backs and necks... it was 4 of us but it should have been advertised as a room for two.\noverall everything was just ok, and it would have been appreciated if we had more instructions on the location, parking, valet, etc.\nwe still managed to have a great time :)', 'Nice place w a nice view. A bit farther from the strip which is what we wanted. The spa was closed which was a major reason we chose to stay here - so that was a bit of a bummer.', '10/10 loved the location and the room was great!', 'Great place to stay in Vegas… we are definitely staying there again!\nGary', 'The place was clean and nice to have a kitchen and larger fridge. Would stay here again!', ""I liked the location. The hosts were responsive for the Most part. The room has all the amenities we were looking for and we loved the layout. It was a bit dusty like others have mentioned but overall we enjoyed the place. The main issue/ inconvenience we had was that a couple of circuit breakers tripped so we were unable to watch TV and use the spa for a while. I don't imagine that happens often , but it did dampen things a bit. Overall I would recommend this place to others. I loved the view, soft bed and spacious shower and tub"", 'Nice', ""You're all right with the accommodation, very good place!!"", 'Perfect place to stay! Great view of the strip, easy to access. Would definitely stay here again enjoyed the place. Paulina was responsive and very friendly. Plus the room has amazing room service! Loved it would recommend', 'Good stay', 'Would definitely stay here again', '✈️👍👍👍👍👍👍👍', 'Great place off of the strip with beautiful views', 'This was a very nice place to stay, the host was very responsive', 'Sounds good for me', 'This place was really nice, it looked exactly like the pictures and had an awesome view. Would definitely recommend!', 'Awesome host and great place. This was my first time in Vegas and I don’t think it could have gone any better! Everything was walking distance and there were so many options to choose from! Please note that there is an incidental fee that is required upon check in, but other than that everything went smoothly. Can’t wait to come back!', 'Great condo about a mile and a half from the strip.\nComfortable location.', 'I stayed here for 2 nights for my friend’s birthday and our weekend was perfect. The room is so spacious and clean. The location is great. Not far from the strip but away from the traffic. Everywhere we went was a short uber ride. The people working in the lobby were all so nice. We will definitely be staying here again in one of the suites. Definitely got our money’s worth. I have no complaints other than I wish there was earlier check-in but that’s most places. I will be back.', 'Overall, it was a great stay. I enjoyed my time had a great view of the city strip. A great Airbnb booking “IF” you have a rental. Only thing I would say is it could have been slightly cleaner I rate it around 4.5/5 Stars , I would book again.', 'Wonderful place if you are looking for a private getaway🙌🏻', 'Great place!']",['4 guests · 1 bedroom · 2 beds · 1 bath']
58,58,Luxury Suite Las Vegas,True,"Rated 5.0 out of 5 stars.
5.0",,normal_host,1 month hosting,€ 154 ,"['She is a wonderful, kind and responsive host and her place is lovely. Excellent stay for a business trip or for a single person. She was very responsive and professional.', 'Great place to stay and it was about 15mins from the strip without traffic. Place was better than I expected. Jessica is a very nice and responsive host. Everything was perfect for my visit! Thanks very much Jessica!', 'Jessica was a great host. the place was beautiful', 'When I there, Jessica just wonderful lady she welcome me to there home she help me to open the door that was nice. I appreciate it.', 'Great place to stay. Easy to get in, clean, very friendly host! Recommend.', 'Jessica was an amazing host. The room was very clean/spotless. She was responsive and helpful. Very restful stay and accommodating.\nThank you so much for your hospitality and warm and friendly demeanor 🙂']",['2 guests · 1 bedroom · 1 bed · 1 bath']
59,59,Cozy Cube,False,4.75,55.0,Superhost,1 year hosting,€ 171 ,"['Thank you so much for letting me stay last minute. The space was very clean and comfortable. Getting in was easy and I felt safe. The tenants on the property were welcoming and helpful. I’d come back again if I’m in town.', 'Not a bad spot near the Vegas strip! Henset is very knowledgeable and responsive! The streets can get loud at night, and note that there is a flood light (with security camera) that falls to the front of the house. This was a great feature, but it definitely makes it bright at night in the space!', 'Exactly as described', ""I had a great stay at Henset's property, it was a nicely renovated small studio that was very clean and well equipped for my week long stay. Henset was friendly and prompt with responses via message when I had questions. Is the neighborhood a bit rough? Sure. But it's North Las Vegas, and other than it occasionally being a little noisy in the evening, I had no issues and appreciated the security of the locked gate and well-lit parking space. I really liked having the full kitchenette with cooktop, fridge, and large sink so I could cook dinners during my stay and the desk next to the bed gave me somewhere comfortable to work on my laptop. I would say this is a great little bnb that is perfect if you're looking for somewhere affordable, clean, and nice inside that you can come back to after long days in the city."", 'Nice quiet place, easy check-in process. However, I think 4 pm is quite late for check-in.', 'Place is a decent stove for 1 person. Location is in a somewhat sketchy area with lots of people. Last night if my stay I couldn’t get in at first due to I think the doorframe being not being properly installed & that was upsetting other than that my stay was okay.', 'Super cute, but definitely small. Honestly, the size of the whole place is about the size of a master bedroom but very very cute responsive host to.', 'Cute spot! Very worth the price, lots of amenities. The area is very loud long into the night, that’s the only down side.', 'This Airbnb was amazing! Henset was very communicative and gave very clear instructions on how to check in and check out. Everything looks just like the pictures. I enjoyed the privacy of the cozy space and how clean it was. I would 100% highly recommend this location. Henset is great! Would book this spot next time I’m in Las Vegas!', 'Henset was kind, extremely responsive and very accumulating, recognizing our situation and helping accordingly', 'had a decent stay, communication was a bit late but that’s ok. very loud area in the mornings though lol', 'Clean, say to find, close to major attractions', 'Nice and very clean place', 'Overall the unit is very nice and updated with new appliances. It is mainly just in a terrible location I did not feel safe. For what you’re paying for this unit it’s honestly not worth it. The host is great responds quickly, and the unit is clean and nice it’s just the location that is horrible.', 'Excellent communication and outstanding host!', 'Pretty good space and honestly I would stay there again if I had to go again', '⭐️⭐️⭐️⭐️⭐️\nhost was very responsive and helpful throughout the entire stay, clean & cozy small prefect for a minimum of 2 people to stay comfortably. Near the freeway for a short drive to the Las Vegas strip and easy 5 min drive to Fremont Street. Book if you’re only going to use it to sleep, because does get a little loud at time with all the kids.', 'Great location close enough to the strip. The space is perfect for a quick stay.', 'I was in town for the Shakur Stevenson fight and wanted to stay off the strip. Henset’s place was literally as shown in the pictures and description. It was very peaceful and a home away from home. Also, for the price it’s very worth it. The place was spotless and had everything I needed for my accommodation. I highly recommend this place if in Vegas and you’re looking for peace.', 'Great place about 15 minutes from the LV strip. Perfect for something quite and still in perfect distance to enjoy the nightlife', 'Excellent accommodation. It matched everything it offered. Very clean and safe.', 'Thank you for having us, very cozy', 'Super cute and clean place to stay! Neighborhood can be scary for some, but that’s Vegas and the room would be $400+ anywhere else :)', 'nice stay!', 'This was my first airb&b stay and it was wonderful! The host was friendly and responsive! Being pet friendly really helped with the stay, cheaper than staying in a hotel on Vegas strip!', 'Henset was super responsive and a very helpful host. The area is not the greatest, but the property was super clean. Great place to stay overall!', 'Great price, cozy spot', 'the place is amazing the area is ok', 'The room is nice enough of itself but I woke up the next day with two giant roaches one one the wall and another ran right past my foot after getting out of bed 🤢. Kids outside were yelling up until 10 pm which was quiet hours at ten but still so hear kids yelling right outside and over the tv I could still here them with all windows and door closed. I probably would have asked to cancel the rest of my stay but that would have just inconvenienced me more than staying one more night as I was at a concert from 10am till midnight that night and didn’t have time to find other accommodations', 'Excellent value for money, very comfortable stay and excellent customer service', 'It was exactly what I needed.', 'Nice place, perfect for a weekend getaway. Has everything you need inside including fridge, stove, microwave as well as coffee. Bathroom was nice and clean as well :)', 'It was a great little place for a couple.', 'Thank u very much', 'My stay was great ! The unit was clean and super cute ! Although the neighbors enjoy playing music at all hours of the day it still didn’t take away from the nice space given. I would definitely recommend this place if you’re looking for a nice cozy stay !', 'small cozy and clean, very comfortable.', 'The Airbnb was clean and spotless when I arrived. The pictures are accurate to the ones shown. Cozy little space that had the things that made my stay wonderful.', 'Thank you', 'Henset is the type of host any Airb&b guest would want, very nice, communication was on point and went out his way to make sure you were comfortable.\nThe unit is exactly how it shows in the photos, very clean & comfortable. Neighborhood may not be the best, but I never felt unsafe.', 'A good last minute spot! It was definitely bright and noisy at night but when it came to weekend rates at the local hotels, this was def a better option. It was so cute and stocked with water and toiletries!', 'I had a great experience! The listing was exactly as described! I absolutely loved this tiny home, and was decorated very nicely! The bathroom vanity was my favorite. The unit was spotless and bed is comfy. Would stay here again!', 'The place was very cute and looked exactly like the photos. However, the neighbors were fairly active and would be up until around midnight.', 'Very clean and cozy space.', 'We were looking for a place to stay while attending a convention and did not want to be in the hustle of Vegas. This place was perfect! Very comfortable and quiet. Any questions I had Henset responded right away. He is a fantastic host! I definitely would stay here again.', ""I have only one complaint. My room was facing the street and the street lamp was so bright that it lit up my room even with the blinds completely closed. I'm sensitive to might while sleeping and woke up a number of times because of it. A set of black it curtains could fix that issue."", 'Nice place! Neighborhood is a bit active but neighbors are friendly and I felt overall safe. Easy parking and the unit is secured with a gate.', ""Excellent place for a short stay. I was in Vegas for the weekend and couldn't ask for better place. Kitchen and bathroom were well stoked. Bed was comfortable. I would stay again for sure."", 'Great place! Kindve a torn down area. Only spent one night. Decent space in rundown area. Be cautious of people digging through trash cans FYI', 'We loved the airbnb, the shower did pool up at the bottom but i’m sure it will be fixed in the future', 'I loved my stay it was peaceful I close to Fremont street easy access. The host was extremely helpful and understanding. The house looked exactly like the pictures. I will be booking again!!!', 'Such a cute, private stay.. loved the gazebo area, definitely will be back!', 'Great place. Fits the description perfect.', 'traveling with six-year-old this lovely host was able to get me last minute accommodations very clean cozy home', 'Beautiful place. Very comfortable. Would stay again.', 'very nice and clean host respondedquickif we need to ask a quick']",['2 guests · 1 bedroom · 1 bed · 1 bath']
60,60,"Spacious, Cozy Vegas Suite 15 MIN TO LV STRIP",True,"Rated 4.89 out of 5 stars.
4.89",,Superhost,5 years hosting,€ 60 ,"['This place was perfect and the host was great. She helped me with anything I needed help with and her place is very clean and renovated and even had snacks and drinks and everything was in place. Perfect place to book in Vegas. 5⭐️ host and listing', 'Local perfect super recommend', 'If we ever are back in the area we will definitely re-book here!', 'This location was very peaceful and exactly as described. It is far from perfect but I slept well here and had everything I needed. The host communicated well and I had no issues. Thank you.', 'Wonderful spot for 1-2 people. Cozy space and in a quiet area. Also a quick drive for the strip.', 'Great little spot around the corner from food and stores. Forgot my charger and they immediately reached out to notify me so I could get it will still around.']",['2 guests · 1 bedroom · 1 bed · 1 bath']
61,61,STRIP-VIEW Condo Palms Place 31st floor,True,"Rated 4.88 out of 5 stars.
4.88",,Superhost,3 years hosting,€ 149 ,"['I had a fantastic stay at this Palms Place Airbnb! The suite was modern, spacious, and exactly as described. The highlight was definitely the balcony with stunning views of the Las Vegas skyline – perfect for relaxing after a day on the Strip. The location was excellent, with easy access to nearby attractions, yet far enough for some peace and quiet. The host was responsive and made check-in/out a breeze. Overall, a clean, comfortable, and luxurious experience. Highly recommend for anyone looking for a great stay in Vegas!', 'Had a great time, place was amazing. Looked just like the photos. Host was responsive and friendly great communication. Recommend staying here. I most certainly will.', 'Great Vegas stay! The place was very clean and beautiful view at night. Easy check. Definitely would recommend and stay again.', 'Very cool place', 'This is a gem you can’t miss. Very luxurious in Vegas with a fantastic view', 'Stay was great. Awesome view of the strip, check in and out was a breeze and it was quiet at night.']",['4 guests · Studio · 2 beds · 1 bath']
62,62,Vdara 24th Flr Fountain/Sphere View No Resort Fees,True,"Rated 4.89 out of 5 stars.
4.89",,Superhost,7 years hosting,€ 116 ,"['Everything is nice and clean just how it is described. It has a beautiful view like in the pictures. I will definitely be staying here again.', 'Great spot !', 'will come back to this one', 'Great location!', ""Within ten days we've been in Kevin's appartment twice. The view is just spectacular! If we come back to Vegas again, we will stay there again, if possible."", ""We're coming back for another couple nights today.""]",['4 guests · Studio · 2 beds · 1 bath']
63,63,Our Beautiful House YuniDiane,False,New,,Superhost,3 months hosting,€ 153 ,[],['4 guests · 1 bedroom · 2 beds · 1 bath']
64,64,"Blue Moon Place - Las Vegas, NV",True,"Rated 4.92 out of 5 stars.
4.92",,Superhost,1 year hosting,€ 113 ,"['Excellent value, quiet and very convenient location. Spotless from head to toe, including the bathroom bed and fridge! Complimentary water was a nice touch. I could see my car right outaide my window. Everything ran smoothly and I felt right at home. Very friendly host and I will 100% come back and recommend this place :)', 'nice airbnb! i really loved staying there! great area with nice food options nearby and super close to the airport!', 'Fantastic place for a weekend getaway! The location is really convenient—just a quick taxi ride to the airport and about 15 minutes from the main strip. Access to the room is through a shared side door, which allows other guests to reach their rooms as well. The bed was comfortable, the room spotless, and the AC was nice and cool. Overall, I felt very safe and had a great stay!', ""I loved this airbnb! Marlin was very accomodating. I will definitely be coming back here! It's within walking distance to the airport."", 'The place was easy to find, just 10 minutes from the airport. Very clean and comfortable.', 'It’s a very professional Airbnb!\nClose to the airport but not much to do in the surrounding area. You basically have to Uber everywhere.\nIt’s a little 1 bedroom apartment on the 1. Floor next to 2 more apartments. I believe the host lives in the same house on the 2. Floor.\nBut every professional Airbnb! They thought about a lot of details and you have everything you are looking for! Very well equipped kitchen, bathroom, etc.\nI would recommend this place.']",['2 guests · 1 bedroom · 1 bed · 1 bath']
